Nombre de blocs:
148
Temps de simulation:
100

0;-1;-1;-1;-1;1;-1;-1;2;-1;-1;-1;3;-1;-1;-1;4;-1;-1;5;-1;6;-1;7;-1;-1;8;-1;9;-1;-1;10;-1;11;-1;12;-1;13;-1;14;15;-1;-1;16;-1;-1;17;-1;-1;-1;18;-1;-1;-1;19;-1;-1;20;-1;-1;-1;21;-1;-1;-1;22;-1;-1;23;-1;-1;-1;24;-1;25;-1;-1;-1;26;-1;-1;27;-1;-1;-1;28;-1;-1;-1;29;-1;-1;30;-1;-1;-1;31;-1;-1;-1;32;-1;-1;33;-1;-1;34;35;-1;36;-1;37;-1;38;-1;39;-1;-1;40;-1;41;-1;-1;42;-1;43;-1;44;-1;-1;45;-1;-1;-1;46;-1;-1;-1;47;-1;-1;48;-1;-1;-1;-1;49;-1;
210;210;210;210;210;233;233;233;235;235;235;235;207;207;207;207;226;226;226;205;205;230;230;213;213;213;215;215;233;233;233;295;295;225;225;210;210;270;270;350;218;218;218;243;243;243;215;215;215;215;247;247;247;247;223;223;223;222;222;222;222;200;200;200;200;263;263;263;210;210;210;210;200;200;210;210;210;210;263;263;263;200;200;200;200;222;222;222;222;223;223;223;247;247;247;247;215;215;215;215;243;243;243;218;218;218;350;270;270;210;210;225;225;295;295;233;233;233;215;215;213;213;213;230;230;205;205;226;226;226;207;207;207;207;235;235;235;235;233;233;233;210;210;210;210;210;200;200;
18.0;18.0;9.0;9.0;9.0;20.0;20.0;10.0;20.0;20.0;10.0;10.0;18.0;18.0;9.0;9.0;20.0;20.0;10.0;18.0;18.0;20.0;20.0;18.0;18.0;9.0;18.0;18.0;20.0;20.0;10.0;26.0;26.0;20.0;20.0;18.0;18.0;24.0;24.0;30.0;36.0;18.0;9.0;22.0;22.0;11.0;18.0;18.0;9.0;9.0;22.0;22.0;11.0;11.0;20.0;20.0;10.0;20.0;20.0;10.0;10.0;18.0;18.0;9.0;9.0;22.0;22.0;11.0;18.0;18.0;9.0;9.0;18.0;18.0;18.0;18.0;9.0;9.0;22.0;22.0;11.0;18.0;18.0;9.0;9.0;20.0;20.0;10.0;10.0;20.0;20.0;10.0;22.0;22.0;11.0;11.0;18.0;18.0;9.0;9.0;22.0;22.0;11.0;18.0;18.0;9.0;30.0;48.0;24.0;18.0;18.0;20.0;20.0;26.0;26.0;20.0;20.0;10.0;18.0;18.0;18.0;18.0;9.0;20.0;20.0;18.0;18.0;20.0;20.0;10.0;18.0;18.0;9.0;9.0;20.0;20.0;10.0;10.0;20.0;20.0;10.0;18.0;18.0;9.0;9.0;9.0;18.0;18.0;
1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;

0.0;0.0;-100000.0;0.0;0.0;0.0;0.0;0.0;0.0;-100000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-100000.0;-100000.0;0.0;-100000.0;0.0;0.0;0.0;0.0;0.0;-100000.0;-100000.0;-100000.0;0.0;0.0;0.0;0.0;0.0;-100000.0;-100000.0;0.0;0.0;0.0;0.0;0.0;-100000.0;0.0;0.0;-100000.0;0.0;-100000.0;0.0;0.0;0.0;0.0;0.0;-100000.0;0.0;0.0;0.0;-100000.0;0.0;-100000.0;0.0;0.0;0.0;-100000.0;0.0;0.0;-100000.0;0.0;-100000.0;0.0;0.0;-100000.0;-100000.0;-100000.0;0.0;0.0;0.0;-100000.0;0.0;-100000.0;0.0;0.0;0.0;0.0;-100000.0;0.0;-100000.0;0.0;-100000.0;0.0;0.0;0.0;0.0;-100000.0;-100000.0;0.0;0.0;0.0;-100000.0;0.0;-100000.0;0.0;0.0;0.0;-100000.0;-100000.0;0.0;0.0;-100000.0;0.0;0.0;0.0;-100000.0;-100000.0;0.0;0.0;0.0;-100000.0;0.0;0.0;0.0;-100000.0;0.0;-100000.0;-100000.0;-100000.0;-100000.0;-100000.0;-100000.0;0.0;0.0;-100000.0;-100000.0;0.0;0.0;0.0;0.0;-100000.0;0.0;0.0;-100000.0;0.0;0.0;0.0;0.0;0.0;
90.0;60.0;30.0;210.0;180.0;150.0;120.0;90.0;60.0;30.0;318.0;288.0;258.0;228.0;198.0;168.0;138.0;108.0;78.0;48.0;18.0;66.0;86.0;50.0;170.0;140.0;110.0;80.0;50.0;20.0;40.0;80.0;198.0;168.0;138.0;108.0;78.0;48.0;72.0;180.0;150.0;120.0;90.0;60.0;30.0;90.0;60.0;30.0;60.0;30.0;180.0;150.0;120.0;90.0;60.0;30.0;120.0;90.0;60.0;30.0;70.0;40.0;129.0;99.0;69.0;39.0;101.0;71.0;41.0;60.0;30.0;78.0;48.0;18.0;66.0;84.0;120.0;90.0;60.0;30.0;71.0;41.0;150.0;120.0;90.0;60.0;30.0;60.0;30.0;70.0;30.0;131.0;101.0;71.0;41.0;11.0;52.0;129.0;99.0;69.0;39.0;61.0;30.0;129.0;99.0;69.0;39.0;99.0;147.0;60.0;30.0;116.0;86.0;56.0;26.0;82.0;120.0;90.0;60.0;30.0;129.0;99.0;69.0;39.0;80.0;50.0;68.0;116.0;136.0;156.0;196.0;214.0;39.0;9.0;48.0;150.0;120.0;90.0;60.0;30.0;90.0;60.0;30.0;240.0;210.0;180.0;150.0;120.0;
300.0;270.0;240.0;528.0;498.0;468.0;438.0;408.0;378.0;348.0;396.0;366.0;336.0;306.0;276.0;246.0;216.0;186.0;156.0;126.0;96.0;144.0;230.0;200.0;248.0;218.0;188.0;158.0;128.0;70.0;110.0;228.0;284.0;254.0;218.0;188.0;156.0;126.0;210.0;270.0;240.0;210.0;180.0;150.0;120.0;161.0;131.0;90.0;240.0;210.0;300.0;270.0;240.0;210.0;180.0;150.0;190.0;160.0;130.0;100.0;189.0;159.0;221.0;191.0;161.0;131.0;172.0;142.0;112.0;138.0;108.0;156.0;126.0;96.0;144.0;162.0;191.0;161.0;131.0;101.0;210.0;180.0;219.0;189.0;159.0;129.0;90.0;130.0;100.0;191.0;161.0;202.0;172.0;142.0;112.0;82.0;159.0;198.0;168.0;138.0;108.0;189.0;159.0;219.0;189.0;159.0;129.0;189.0;237.0;201.0;146.0;202.0;172.0;142.0;112.0;168.0;249.0;219.0;189.0;159.0;207.0;170.0;140.0;110.0;160.0;130.0;148.0;196.0;216.0;236.0;276.0;294.0;232.0;78.0;180.0;240.0;210.0;180.0;150.0;120.0;330.0;300.0;270.0;450.0;420.0;390.0;360.0;330.0;
618.0;588.0;558.0;606.0;576.0;546.0;516.0;486.0;456.0;426.0;474.0;444.0;414.0;384.0;354.0;324.0;294.0;264.0;234.0;204.0;174.0;260.0;310.0;280.0;326.0;296.0;266.0;236.0;206.0;148.0;258.0;314.0;390.0;360.0;330.0;300.0;270.0;240.0;300.0;360.0;330.0;281.0;251.0;221.0;191.0;330.0;300.0;270.0;360.0;330.0;371.0;341.0;311.0;281.0;251.0;220.0;309.0;279.0;249.0;219.0;281.0;251.0;292.0;262.0;232.0;202.0;243.0;213.0;183.0;216.0;186.0;234.0;204.0;174.0;222.0;240.0;330.0;300.0;270.0;240.0;281.0;251.0;288.0;258.0;228.0;198.0;160.0;251.0;221.0;262.0;232.0;309.0;279.0;249.0;219.0;189.0;230.0;309.0;279.0;249.0;219.0;279.0;249.0;309.0;279.0;249.0;219.0;279.0;327.0;291.0;232.0;288.0;258.0;228.0;198.0;279.0;327.0;297.0;267.0;237.0;285.0;250.0;220.0;190.0;240.0;210.0;228.0;276.0;296.0;316.0;356.0;374.0;312.0;241.0;280.0;480.0;450.0;420.0;390.0;360.0;540.0;510.0;480.0;768.0;738.0;708.0;678.0;648.0;
696.0;666.0;636.0;684.0;654.0;624.0;594.0;564.0;534.0;504.0;590.0;560.0;530.0;500.0;470.0;440.0;410.0;380.0;350.0;320.0;290.0;340.0;390.0;360.0;438.0;408.0;378.0;348.0;318.0;288.0;344.0;420.0;480.0;450.0;420.0;390.0;360.0;330.0;390.0;510.0;480.0;450.0;420.0;390.0;360.0;450.0;420.0;390.0;431.0;401.0;489.0;459.0;429.0;399.0;369.0;339.0;401.0;371.0;341.0;311.0;352.0;322.0;363.0;333.0;303.0;273.0;314.0;284.0;254.0;294.0;264.0;312.0;282.0;252.0;300.0;360.0;401.0;371.0;341.0;311.0;352.0;322.0;401.0;371.0;341.0;311.0;281.0;322.0;292.0;369.0;339.0;380.0;350.0;320.0;290.0;260.0;339.0;399.0;369.0;339.0;309.0;369.0;339.0;399.0;369.0;339.0;309.0;369.0;417.0;381.0;318.0;399.0;369.0;339.0;309.0;365.0;405.0;375.0;345.0;315.0;363.0;330.0;300.0;270.0;320.0;290.0;308.0;356.0;376.0;396.0;436.0;454.0;392.0;321.0;510.0;690.0;660.0;630.0;600.0;570.0;858.0;828.0;798.0;846.0;816.0;786.0;756.0;726.0;
